categories,description,hauteur,largeur,longueur,poids,prix,sku,stock,tags,titre,url
"['pokemon', 'swallow']","Swellow is very conscientious about the upkeep of its glossy wings. Once two Swellow are gathered, they diligently take care of cleaning each other’s wings.",2,2,2,43.7,88.0,6736,257,"['guts', 'swallow', 'swellow']",Swellow,https://scrapeme.live/shop/Swellow/
"['pokemon', 'tiny swallow']","Taillow is young—it has only just left its nest. As a result, it sometimes becomes lonesome and cries at night. This Pokémon feeds on Wurmple that live in forests.",1,1,1,5.1,85.0,5591,204,"['guts', 'taillow', 'tiny swallow']",Taillow,https://scrapeme.live/shop/Taillow/
"['pokemon', 'wicked']",Shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokémon chooses to live quietly deep in forests.,4,4,4,131.4,157.0,6957,232,"['chlorophyll', 'shiftry', 'wicked']",Shiftry,https://scrapeme.live/shop/Shiftry/
"['pokemon', 'wily']",This Pokémon pulls out the leaf on its head and makes a flute with it. The sound of Nuzleaf’s flute strikes fear and uncertainty in the hearts of people lost in a forest.,3,3,3,61.7,26.0,3835,216,"['chlorophyll', 'nuzleaf', 'wily']",Nuzleaf,https://scrapeme.live/shop/Nuzleaf/
"['acorn', 'pokemon']",Seedot looks exactly like an acorn when it is dangling from a tree branch. It startles other Pokémon by suddenly moving. This Pokémon polishes its body once a day using leaves.,1,1,1,8.8,26.0,8692,28,"['acorn', 'chlorophyll', 'seedot']",Seedot,https://scrapeme.live/shop/Seedot/
"['carefree', 'pokemon']","Upon hearing an upbeat and cheerful rhythm, the cells in Ludicolo’s body become very energetic and active. Even in battle, this Pokémon will exhibit an amazing amount of power.",4,4,4,121.3,189.0,6718,181,"['carefree', 'ludicolo', 'swift swim']",Ludicolo,https://scrapeme.live/shop/Ludicolo/
"['jolly', 'pokemon']","Lombre’s entire body is covered by a slippery, slimy film. It feels horribly unpleasant to be touched by this Pokémon’s hands. Lombre is often mistaken for a human child.",3,3,3,71.6,79.0,9674,203,"['jolly', 'lombre', 'swift swim']",Lombre,https://scrapeme.live/shop/Lombre/
"['pokemon', 'water weed']","Lotad is said to have dwelled on land before. However, this Pokémon is thought to have returned to water because the leaf on its head grew large and heavy. It now lives by floating atop the water.",1,1,1,5.7,161.0,5098,187,"['lotad', 'swift swim', 'water weed']",Lotad,https://scrapeme.live/shop/Lotad/
"['poison moth', 'pokemon']","When Dustox flaps its wings, a fine dust is scattered all over. This dust is actually a powerful poison that will even make a pro wrestler sick. This Pokémon searches for food using its antennae like radar.",3,3,3,69.7,91.0,4491,23,"['dustox', 'poison moth', 'shield dust']",Dustox,https://scrapeme.live/shop/Dustox/
"['cocoon', 'pokemon']","If it is attacked, Cascoon remains motionless however badly it may be hurt. It does so because if it were to move, its body would be weak upon evolution. This Pokémon will also not forget the pain it endured.",2,2,2,25.4,166.0,3702,122,"['cascoon', 'cocoon', 'shed skin']",Cascoon,https://scrapeme.live/shop/Cascoon/
"['cocoon', 'pokemon']","Silcoon was thought to endure hunger and not consume anything before its evolution. However, it is now thought that this Pokémon slakes its thirst by drinking rainwater that collects on its silk.",2,2,2,22.0,80.0,4018,86,"['cocoon', 'shed skin', 'silcoon']",Silcoon,https://scrapeme.live/shop/Silcoon/
"['butterfly', 'pokemon']","Beautifly has a long mouth like a coiled needle, which is very convenient for collecting pollen from flowers. This Pokémon rides the spring winds as it flits around gathering pollen.",3,3,3,62.6,145.0,4100,42,"['beautifly', 'butterfly', 'swarm']",Beautifly,https://scrapeme.live/shop/Beautifly/
"['pokemon', 'worm']",Wurmple is targeted by Swellow as prey. This Pokémon will try to resist by pointing the spikes on its rear at the attacking predator. It will weaken the foe by leaking poison from the spikes.,1,1,1,7.9,195.0,4841,34,"['shield dust', 'worm', 'wurmple']",Wurmple,https://scrapeme.live/shop/Wurmple/
"['pokemon', 'rushing']","When hunting, Linoone will make a beeline straight for the prey at a full run. While this Pokémon is capable of topping 60 mph, it has to come to a screeching halt before it can turn.",1,1,1,71.6,81.0,5845,24,"['linoone', 'pickup', 'rushing']",Linoone,https://scrapeme.live/shop/Linoone/
"['pokemon', 'tiny raccoon']",The hair on Zigzagoon’s back is bristly. It rubs the hard back hair against trees to leave its territorial markings. This Pokémon may play dead to fool foes in battle.,1,1,1,38.6,83.0,5175,281,"['pickup', 'tiny raccoon', 'zigzagoon']",Zigzagoon,https://scrapeme.live/shop/Zigzagoon/
"['big voice', 'pokemon']","Loudred shouts while stamping its feet. After it finishes shouting, this Pokémon becomes incapable of hearing anything for a while. This is considered to be a weak point.",3,3,3,89.3,145.0,8065,95,"['big voice', 'loudred', 'soundproof']",Loudred,https://scrapeme.live/shop/Loudred/
"['pokemon', 'whisper']","Whismur is very timid. If it starts to cry loudly, it becomes startled by its own crying and cries even harder. When it finally stops crying, the Pokémon goes to sleep, all tired out.",2,2,2,35.9,137.0,1446,216,"['soundproof', 'whismur', 'whisper']",Whismur,https://scrapeme.live/shop/Whismur/
"['pokemon', 'shed']",Shedinja is a peculiar Pokémon. It seems to appear unsought in a Poké Ball after a Nincada evolves. This bizarre Pokémon is entirely immobile—it doesn’t even breathe.,2,2,2,2.6,128.0,2572,152,"['shed', 'shedinja', 'wonder guard']",Shedinja,https://scrapeme.live/shop/Shedinja/
"['ninja', 'pokemon']","If Ninjask is not trained properly, it will refuse to obey the Trainer and cry loudly continuously. Because of this quality, this Pokémon is said to be one that puts the Trainer’s abilities to the test.",2,2,2,26.5,161.0,5002,276,"['ninja', 'ninjask', 'speed boost']",Ninjask,https://scrapeme.live/shop/Ninjask/
"['pokemon', 'trainee']",Nincada lives underground. It uses its sharp claws to carve the roots of trees and absorb moisture and nutrients. This Pokémon can’t withstand bright sunlight so avoids it.,1,1,1,12.1,38.0,4001,239,"['compound eyes', 'nincada', 'trainee']",Nincada,https://scrapeme.live/shop/Nincada/
"['lazy', 'pokemon']","Wherever Slaking live, rings of over a yard in diameter appear in grassy fields. They are made by the Pokémon as it eats all the grass within reach while lying prone on the ground.",6,6,6,287.7,119.0,3413,145,"['lazy', 'slaking', 'truant']",Slaking,https://scrapeme.live/shop/Slaking/
"['pokemon', 'wild monkey']","Vigoroth is simply incapable of remaining still. Even when it tries to sleep, the blood in its veins grows agitated, compelling this Pokémon to run wild throughout the jungle before it can settle down.",4,4,4,102.5,25.0,9710,299,"['vigoroth', 'vital spirit', 'wild monkey']",Vigoroth,https://scrapeme.live/shop/Vigoroth/
"['pokemon', 'slacker']","Slakoth’s heart beats just once a minute. Whatever happens, it is content to loaf around motionless. It is rare to see this Pokémon in motion.",2,2,2,52.9,69.0,6989,300,"['slacker', 'slakoth', 'truant']",Slakoth,https://scrapeme.live/shop/Slakoth/
"['mushroom', 'pokemon']",The seeds ringing Breloom’s tail are made of hardened toxic spores. It is horrible to eat the seeds. Just taking a bite of this Pokémon’s seed will cause your stomach to rumble.,3,3,3,86.4,113.0,7305,250,"['breloom', 'effect spore', 'mushroom']",Breloom,https://scrapeme.live/shop/Breloom/
"['mushroom', 'pokemon']","If Shroomish senses danger, it shakes its body and scatters spores from the top of its head. This Pokémon’s spores are so toxic, they make trees and weeds wilt.",1,1,1,9.9,31.0,8176,160,"['effect spore', 'mushroom', 'shroomish']",Shroomish,https://scrapeme.live/shop/Shroomish/
"['eyeball', 'pokemon']","Masquerain’s antennas have eyelike patterns that usually give it an angry look. If the “eyes” are droopy and appear sad, it is said to be a sign that a heavy rainfall is on its way.",2,2,2,7.9,39.0,4576,99,"['eyeball', 'intimidate', 'masquerain']",Masquerain,https://scrapeme.live/shop/Masquerain/
"['pokemon', 'pond skater']","If Surskit senses danger, it secretes a thick, sugary syrup from the tip of its head. There are some Pokémon that love eating this syrup.",1,1,1,3.7,112.0,4453,41,"['pond skater', 'surskit', 'swift swim']",Surskit,https://scrapeme.live/shop/Surskit/
"['embrace', 'pokemon']",Gardevoir has the psychokinetic power to distort the dimensions and create a small black hole. This Pokémon will try to protect its Trainer even at the risk of its own life.,5,5,5,106.7,34.0,8609,178,"['embrace', 'gardevoir', 'synchronize']",Gardevoir,https://scrapeme.live/shop/Gardevoir/
"['emotion', 'pokemon']","Kirlia uses the horns on its head to amplify its psychokinetic power. When the Pokémon uses its power, the air around it becomes distorted, creating mirages of nonexistent scenery.",2,2,2,44.5,186.0,1243,148,"['emotion', 'kirlia', 'synchronize']",Kirlia,https://scrapeme.live/shop/Kirlia/
"['feeling', 'pokemon']","Ralts has the ability to sense the emotions of people. If its Trainer is in a cheerful mood, this Pokémon grows cheerful and joyous in the same way.",1,1,1,14.6,151.0,1217,35,"['feeling', 'ralts', 'synchronize']",Ralts,https://scrapeme.live/shop/Ralts/
"['pokemon', 'water bird']","Pelipper searches for food while in flight by skimming the wave tops. This Pokémon dips its large bill in the sea to scoop up food, then swallows everything in one big gulp.",3,3,3,61.7,158.0,2276,296,"['keen eye', 'pelipper', 'water bird']",Pelipper,https://scrapeme.live/shop/Pelipper/
"['pokemon', 'polka dot']","Azurill’s tail is large and bouncy. It is packed full of the nutrients this Pokémon needs to grow. Azurill can be seen bouncing and playing on its big, rubbery tail.",,,,4.4,70.0,7001,37,"['azurill', 'polka dot', 'thick fat']",Azurill,https://scrapeme.live/shop/Azurill/
"['discharge', 'pokemon']",Manectric discharges strong electricity from its mane. The mane is used for collecting electricity in the atmosphere. This Pokémon creates thunderclouds above its head.,4,4,4,88.6,76.0,5500,237,"['discharge', 'manectric', 'static']",Manectric,https://scrapeme.live/shop/Manectric/
"['lightning', 'pokemon']","Electrike runs faster than the human eye can follow. The friction from running is converted into electricity, which is then stored in this Pokémon’s fur.",2,2,2,33.5,145.0,8674,124,"['electrike', 'lightning', 'static']",Electrike,https://scrapeme.live/shop/Electrike/
"['meditate', 'pokemon']","Through the power of meditation, Medicham developed its sixth sense. It gained the ability to use psychokinetic powers. This Pokémon is known to meditate for a whole month without eating.",4,4,4,69.4,77.0,2121,150,"['medicham', 'meditate', 'pure power']",Medicham,https://scrapeme.live/shop/Medicham/
"['meditate', 'pokemon']",Meditite heightens its inner energy through meditation. It survives on just one berry a day. Minimal eating is another aspect of this Pokémon’s training.,2,2,2,24.7,97.0,8998,11,"['meditate', 'meditite', 'pure power']",Meditite,https://scrapeme.live/shop/Meditite/
"['iron armor', 'pokemon']","Aggron is protective of its environment. If its mountain is ravaged by a landslide or a fire, this Pokémon will haul topsoil to the area, plant trees, and beautifully restore its own territory.",6,6,6,793.7,140.0,1323,61,"['aggron', 'iron armor', 'rock head']",Aggron,https://scrapeme.live/shop/Aggron/
"['iron armor', 'pokemon']","Lairon feeds on iron contained in rocks and water. It makes its nest on mountains where iron ore is buried. As a result, the Pokémon often clashes with humans mining the iron ore.",2,2,2,264.6,70.0,7087,236,"['iron armor', 'lairon', 'rock head']",Lairon,https://scrapeme.live/shop/Lairon/
"['iron armor', 'pokemon']","Aron has a body of steel. With one all-out charge, this Pokémon can demolish even a heavy dump truck. The destroyed dump truck then becomes a handy meal for the Pokémon.",1,1,1,132.3,149.0,1520,104,"['aron', 'iron armor', 'rock head']",Aron,https://scrapeme.live/shop/Aron/
"['deceiver', 'pokemon']","Don’t be taken in by this Pokémon’s cute face—it’s very dangerous. Mawile fools the foe into letting down its guard, then chomps down with its massive jaws. The steel jaws are really horns that have been transformed.",2,2,2,25.4,119.0,2329,133,"['deceiver', 'intimidate', 'mawile']",Mawile,https://scrapeme.live/shop/Mawile/
"['darkness', 'pokemon']",Sableye digs the ground with sharpened claws to find rocks that it eats. Substances in the eaten rocks crystallize and rise up to the Pokémon’s body surface.,1,1,1,24.3,81.0,2323,12,"['darkness', 'keen eye', 'sableye']",Sableye,https://scrapeme.live/shop/Sableye/
"['pokemon', 'prim']","Delcatty sleeps anywhere it wants without keeping a permanent nest. If other Pokémon approach it as it sleeps, this Pokémon will never fight—it will just move away somewhere else.",3,3,3,71.9,170.0,3487,148,"['cute charm', 'delcatty', 'prim']",Delcatty,https://scrapeme.live/shop/Delcatty/
"['kitten', 'pokemon']","Skitty is known to chase around playfully after its own tail. In the wild, this Pokémon lives in holes in the trees of forests. It is very popular as a pet because of its adorable looks.",2,2,2,24.3,156.0,7257,27,"['cute charm', 'kitten', 'skitty']",Skitty,https://scrapeme.live/shop/Skitty/
